,,,,, DL SUBSIDIZED ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,,,
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,71753,Public, 767 , 781 ," $2,862,088.00 ", 781 ," $1,504,731.00 ", 655 , 712 ," $2,532,858.00 ", 713 ," $1,340,058.00 ", 198 , 207 ," $2,371,717.00 ", 207 ," $1,234,076.00 ", 131 , 135 ," $887,611.00 ", 136 ," $446,000.00 ", 2 , 2 ," $37,604.00 ", 2 ," $18,803.00 ",,71753
00110800,UNIVERSITY OF ARKANSAS,AR,72701,Public," 5,334 "," 5,497 "," $20,775,790.00 "," 5,497 "," $11,418,140.00 "," 6,575 "," 7,155 "," $26,892,331.00 "," 7,155 "," $14,677,897.00 "," 1,114 "," 1,171 "," $16,632,014.00 "," 1,171 "," $9,147,146.00 "," 1,183 "," 1,214 "," $17,694,897.00 "," 1,214 "," $9,655,863.00 ", 115 , 120 ," $1,113,719.00 ", 120 ," $657,078.00 ",,72701
00110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,72205,Public, 299 , 299 ," $1,279,346.00 ", 299 ," $691,734.00 ", 286 , 293 ," $1,627,188.00 ", 293 ," $891,560.00 "," 1,167 "," 1,167 "," $34,928,735.00 "," 1,167 "," $17,855,347.00 ", 28 , 28 ," $309,123.00 ", 28 ," $146,619.00 ", 548 , 549 ," $7,263,758.00 ", 549 ," $3,683,174.00 ",,72205
00111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,72904,Public," 1,814 "," 1,815 "," $6,509,890.00 "," 1,821 "," $3,586,961.00 ", 986 ," 1,154 "," $3,820,295.00 "," 1,166 "," $2,113,775.00 ", -   , -   , $-   , -   , $-   , 35 , 35 ," $222,426.00 ", 36 ," $116,905.00 ", -   , -   , $-   , -   , $-   ,,72904
00111100,ALLAN HANCOCK COLLEGE,CA,93454,Public, 46 , 46 ," $135,599.00 ", 46 ," $84,459.00 ", 43 , 43 ," $166,604.00 ", 43 ," $108,414.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,93454
00111300,ANTELOPE VALLEY COLLEGE,CA,93536,Public, 443 , 443 ," $1,681,808.00 ", 443 ," $440,563.00 ", 116 , 116 ," $607,783.00 ", 116 ," $156,025.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,93536
00111600,ART CENTER COLLEGE OF DESIGN,CA,91103,Private-Nonprofit, 712 , 712 ," $2,504,725.00 ", 712 ," $1,571,690.00 ", 660 , 660 ," $2,242,242.00 ", 660 ," $1,426,991.00 ", 48 , 48 ," $794,500.00 ", 48 ," $479,250.00 ", 137 , 138 ," $4,162,808.00 ", 138 ," $2,024,716.00 ", 26 , 26 ," $739,575.00 ", 26 ," $355,047.00 ",,91103
00111700,AZUSA PACIFIC UNIVERSITY,CA,91702,Private-Nonprofit," 2,838 "," 3,074 "," $12,277,230.00 "," 3,074 "," $6,543,815.00 "," 2,772 "," 3,167 "," $10,324,120.00 "," 3,167 "," $5,680,049.00 "," 1,922 "," 2,022 "," $28,186,187.00 "," 2,043 "," $15,807,771.00 ", 928 ," 1,016 "," $12,552,147.00 "," 1,016 "," $6,623,835.00 ", 841 , 922 ," $10,947,531.00 ", 930 ," $5,428,602.00 ",,91702
00111800,BAKERSFIELD COLLEGE,CA,93305,Public, 91 , 91 ," $325,855.00 ", 91 ," $94,704.00 ", 86 , 86 ," $282,111.00 ", 86 ," $85,642.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,93305
00112000,AMERICAN BAPTIST SEMINARY OF THE WEST,CA,94704,Private-Nonprofit, -   , -   , $-   , -   , $-   , 1 , 1 ," $9,500.00 ", 1 ," $4,750.00 ", 13 , 13 ," $226,395.00 ", 13 ," $121,703.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,94704
00112200,BIOLA UNIVERSITY,CA,90639,Private-Nonprofit," 2,150 "," 2,150 "," $9,605,597.00 "," 2,151 "," $5,068,211.00 "," 2,062 "," 2,062 "," $6,884,546.00 "," 2,069 "," $3,628,406.00 ", 477 , 477 ," $8,565,892.00 ", 480 ," $4,418,387.00 ", 610 , 617 ," $13,456,939.00 ", 619 ," $7,221,677.00 ", 22 , 22 ," $187,444.00 ", 22 ," $96,608.00 ",,90639
00112300,BROOKS INSTITUTE,CA,93001,Proprietary, 74 , 82 ," $298,922.00 ", 82 ," $154,228.00 ", 71 , 75 ," $349,049.00 ", 75 ," $181,134.00 ", 15 , 15 ," $220,352.00 ", 15 ," $119,578.00 ", 28 , 28 ," $594,993.00 ", 28 ," $309,116.00 ", 1 , 1 ," $8,248.00 ", 1 ," $4,124.00 ",,93001
00112400,CABRILLO COLLEGE,CA,95003,Public, 81 , 81 ," $285,580.00 ", 81 ," $158,047.00 ", 73 , 73 ," $327,689.00 ", 73 ," $189,361.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,95003
00112500,CALIFORNIA BAPTIST UNIVERSITY,CA,92504,Private-Nonprofit," 3,589 "," 3,721 "," $14,568,999.00 "," 3,721 "," $8,276,714.00 "," 3,670 "," 3,898 "," $14,275,188.00 "," 3,898 "," $8,408,148.00 "," 1,233 "," 1,242 "," $19,678,421.00 "," 1,242 "," $8,337,318.00 ", 792 , 818 ," $14,976,947.00 ", 818 ," $8,415,577.00 ", 236 , 242 ," $2,323,027.00 ", 242 ," $1,472,244.00 ",,92504
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,94107,Private-Nonprofit, 480 , 482 ," $2,077,833.00 ", 482 ," $1,094,631.00 ", 464 , 495 ," $1,760,982.00 ", 495 ," $960,015.00 ", 179 , 182 ," $2,968,954.00 ", 182 ," $1,575,228.00 ", 151 , 157 ," $2,319,364.00 ", 157 ," $1,261,951.00 ", 144 , 182 ," $2,239,025.00 ", 182 ," $1,222,246.00 ",,94107
00113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,91355,Private-Nonprofit, 476 , 476 ," $2,216,773.00 ", 476 ," $1,135,940.00 ", 468 , 501 ," $1,635,288.00 ", 501 ," $839,645.00 ", 269 , 269 ," $5,354,865.00 ", 269 ," $2,703,377.00 ", 141 , 150 ," $4,434,753.00 ", 150 ," $2,253,974.00 ", 134 , 146 ," $3,223,837.00 ", 146 ," $1,633,950.00 ",,91355
00113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,91360,Private-Nonprofit," 1,261 "," 1,261 "," $5,505,202.00 "," 1,262 "," $2,829,060.00 "," 1,253 "," 1,386 "," $4,775,286.00 "," 1,387 "," $2,414,161.00 ", 446 , 476 ," $7,786,952.00 ", 476 ," $3,112,798.00 ", 493 , 494 ," $8,375,972.00 ", 497 ," $4,386,300.00 ", 44 , 44 ," $577,928.00 ", 44 ," $210,129.00 ",,91360
00113400,CALIFORNIA MARITIME ACADEMY,CA,94590,Public, 448 , 448 ," $1,932,508.00 ", 449 ," $1,007,874.00 ", 506 , 552 ," $2,296,119.00 ", 557 ," $1,179,518.00 ", 19 , 19 ," $236,358.00 ", 20 ," $101,918.00 ", 162 , 162 ," $2,262,053.00 ", 162 ," $1,191,085.00 ", -   , -   , $-   , -   , $-   ,,94590
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,92831,Public," 7,152 "," 7,211 "," $29,714,863.00 "," 7,264 "," $15,653,504.00 "," 5,821 "," 5,888 "," $25,580,850.00 "," 5,923 "," $13,396,752.00 "," 1,410 "," 1,443 "," $19,708,143.00 "," 1,465 "," $10,286,349.00 ", 245 , 246 ," $3,311,585.00 ", 246 ," $1,685,158.00 ", 37 , 37 ," $539,958.00 ", 37 ," $290,396.00 ",,92831
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,94542,Public," 1,993 "," 2,004 "," $8,014,242.00 "," 2,004 "," $2,962,193.00 "," 1,766 "," 1,810 "," $7,611,108.00 "," 1,810 "," $2,830,719.00 ", 428 , 435 ," $6,394,030.00 ", 435 ," $2,341,111.00 ", 216 , 216 ," $2,643,332.00 ", 216 ," $961,134.00 ", 8 , 8 ," $63,026.00 ", 8 ," $22,995.00 ",,94542
00113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,90840,Public," 9,807 "," 9,809 "," $40,492,086.00 "," 9,874 "," $21,811,761.00 "," 7,062 "," 7,130 "," $28,945,934.00 "," 7,160 "," $15,788,512.00 "," 1,745 "," 1,746 "," $25,683,651.00 "," 1,802 "," $13,532,833.00 ", 230 , 232 ," $3,074,513.00 ", 232 ," $1,588,774.00 ", 25 , 26 ," $259,075.00 ", 26 ," $147,454.00 ",,90840
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,90032,Public," 4,408 "," 4,463 "," $18,076,291.00 "," 4,467 "," $6,522,688.00 "," 2,250 "," 2,342 "," $11,408,687.00 "," 2,347 "," $4,241,210.00 ", 942 , 951 ," $13,968,804.00 ", 952 ," $5,075,055.00 ", 59 , 59 ," $645,458.00 ", 59 ," $233,650.00 ", 29 , 29 ," $269,040.00 ", 29 ," $117,873.00 ",,90032
00114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,90747,Public," 3,337 "," 3,348 "," $14,960,864.00 "," 3,349 "," $7,898,327.00 "," 2,242 "," 2,254 "," $13,096,277.00 "," 2,254 "," $6,940,964.00 ", 712 , 718 ," $11,751,827.00 ", 718 ," $6,286,388.00 ", 60 , 60 ," $405,443.00 ", 60 ," $209,055.00 ", 20 , 20 ," $443,743.00 ", 20 ," $228,258.00 ",,90747
00114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,92407,Public," 5,439 "," 5,446 "," $21,458,230.00 "," 5,461 "," $7,980,873.00 "," 3,618 "," 3,679 "," $14,236,012.00 "," 3,683 "," $5,416,283.00 "," 1,031 "," 1,035 "," $15,170,646.00 "," 1,044 "," $5,692,245.00 ", 299 , 301 ," $2,585,990.00 ", 301 ," $911,104.00 ", 19 , 19 ," $131,628.00 ", 19 ," $46,198.00 ",,92407
00114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,93407,Public," 4,397 "," 4,397 "," $17,920,331.00 "," 4,404 "," $6,349,014.00 "," 4,739 "," 4,939 "," $18,438,900.00 "," 4,946 "," $6,486,025.00 ", 291 , 291 ," $4,494,491.00 ", 298 ," $1,668,062.00 "," 2,364 "," 2,371 "," $34,356,313.00 "," 2,378 "," $12,115,802.00 ", 8 , 8 ," $75,931.00 ", 9 ," $24,073.00 ",,93407
00114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,91768,Public," 5,588 "," 5,589 "," $24,229,996.00 "," 5,595 "," $8,691,310.00 "," 4,555 "," 4,590 "," $19,150,542.00 "," 4,597 "," $7,046,040.00 ", 348 , 349 ," $5,664,363.00 ", 349 ," $2,069,556.00 ", 224 , 224 ," $2,853,440.00 ", 226 ," $1,018,395.00 ", 5 , 5 ," $44,212.00 ", 5 ," $14,794.00 ",,91768
00114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,95929,Public," 5,543 "," 5,706 "," $22,197,806.00 "," 5,706 "," $11,853,802.00 "," 4,619 "," 4,985 "," $14,097,615.00 "," 4,985 "," $7,829,819.00 ", 352 , 404 ," $4,374,055.00 ", 404 ," $2,387,941.00 ", 226 , 228 ," $2,958,531.00 ", 228 ," $1,582,799.00 ", 8 , 8 ," $31,284.00 ", 8 ," $18,688.00 ",,95929
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,93740,Public," 4,807 "," 4,892 "," $19,598,702.00 "," 4,892 "," $10,473,350.00 "," 3,466 "," 3,552 "," $14,048,934.00 "," 3,552 "," $7,523,212.00 ", 837 , 870 ," $11,119,697.00 ", 870 ," $6,206,610.00 ", 105 , 105 ," $1,076,237.00 ", 105 ," $556,501.00 ", 15 , 15 ," $112,496.00 ", 15 ," $85,255.00 ",,93740
00114900,HUMBOLDT STATE UNIVERSITY,CA,95521,Public," 3,809 "," 3,822 "," $15,532,828.00 "," 3,842 "," $8,378,333.00 "," 3,099 "," 3,232 "," $10,952,272.00 "," 3,237 "," $6,024,569.00 ", 245 , 251 ," $3,446,202.00 ", 253 ," $1,839,517.00 ", 231 , 233 ," $2,991,871.00 ", 234 ," $1,617,281.00 ", 3 , 3 ," $17,254.00 ", 3 ," $12,865.00 ",,95521
00115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,95819,Public," 8,320 "," 8,333 "," $34,355,567.00 "," 8,398 "," $18,744,084.00 "," 6,049 "," 6,265 "," $25,305,599.00 "," 6,297 "," $14,041,292.00 ", 964 , 966 ," $14,145,982.00 ", 991 ," $7,695,261.00 ", 984 , 987 ," $10,738,976.00 ", 989 ," $5,597,475.00 ", 22 , 23 ," $265,373.00 ", 23 ," $132,687.00 ",,95819
00115100,SAN DIEGO STATE UNIVERSITY,CA,92182,Public," 5,676 "," 5,853 "," $23,434,890.00 "," 5,856 "," $12,343,954.00 "," 5,574 "," 5,829 "," $23,720,307.00 "," 5,831 "," $12,473,596.00 "," 1,514 "," 1,604 "," $21,164,773.00 "," 1,605 "," $11,370,244.00 "," 1,231 "," 1,275 "," $18,624,560.00 "," 1,275 "," $9,533,610.00 ", 252 , 277 ," $2,373,254.00 ", 277 ," $1,254,399.00 ",,92182
00115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,91330,Public," 8,921 "," 9,043 "," $36,598,616.00 "," 9,043 "," $19,860,826.00 "," 6,426 "," 6,546 "," $25,753,620.00 "," 6,546 "," $14,035,075.00 "," 1,940 "," 1,986 "," $28,717,859.00 "," 1,986 "," $15,667,669.00 ", 174 , 177 ," $1,692,359.00 ", 177 ," $906,424.00 ", 47 , 47 ," $497,930.00 ", 47 ," $271,371.00 ",,91330
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,94132,Public," 7,640 "," 7,648 "," $31,329,541.00 "," 7,697 "," $16,666,912.00 "," 6,086 "," 6,246 "," $23,713,167.00 "," 6,282 "," $12,640,474.00 "," 1,091 "," 1,094 "," $15,698,304.00 "," 1,133 "," $8,498,549.00 "," 1,572 "," 1,573 "," $19,178,170.00 "," 1,583 "," $10,098,581.00 ", 225 , 225 ," $1,359,786.00 ", 229 ," $743,095.00 ",,94132
00115500,SAN JOSE STATE UNIVERSITY,CA,95192,Public," 6,783 "," 6,888 "," $27,036,178.00 "," 6,888 "," $14,581,651.00 "," 4,940 "," 5,204 "," $18,426,459.00 "," 5,204 "," $10,047,306.00 "," 1,740 "," 1,835 "," $25,647,101.00 "," 1,838 "," $13,675,755.00 ", 789 , 800 ," $10,189,265.00 ", 800 ," $5,297,092.00 ", 111 , 116 ," $787,235.00 ", 116 ," $434,403.00 ",,95192
00115600,SONOMA STATE UNIVERSITY,CA,94928,Public," 2,639 "," 2,640 "," $10,725,013.00 "," 2,654 "," $5,728,111.00 "," 2,466 "," 2,593 "," $9,612,843.00 "," 2,597 "," $5,141,867.00 ", 260 , 260 ," $4,113,140.00 ", 262 ," $2,160,462.00 ", 739 , 745 ," $9,740,708.00 ", 746 ," $5,190,901.00 ", -   , -   , $-   , -   , $-   ,,94928
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,95382,Public," 2,458 "," 2,497 "," $9,607,699.00 "," 2,497 "," $5,344,296.00 "," 1,793 "," 1,872 "," $7,490,789.00 "," 1,872 "," $4,234,667.00 ", 455 , 484 ," $6,293,579.00 ", 484 ," $3,456,111.00 ", 195 , 198 ," $1,731,498.00 ", 198 ," $928,671.00 ", 4 , 4 ," $85,988.00 ", 4 ," $42,994.00 ",,95382
00116100,CERRITOS COMMUNITY COLLEGE,CA,90650,Public, 396 , 396 ," $1,372,167.00 ", 398 ," $769,894.00 ", 299 , 299 ," $1,366,774.00 ", 299 ," $769,071.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,90650
00116200,CHABOT COLLEGE,CA,94545,Public, 82 , 82 ," $295,370.00 ", 82 ," $160,418.00 ", 64 , 64 ," $268,148.00 ", 64 ," $145,524.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,94545
00116400,CHAPMAN UNIVERSITY,CA,92866,Private-Nonprofit," 1,961 "," 1,961 "," $8,647,447.00 "," 1,965 "," $4,499,477.00 "," 1,820 "," 1,920 "," $5,589,132.00 "," 1,923 "," $2,891,158.00 ", 972 , 972 ," $18,749,382.00 ", 982 ," $8,930,497.00 ", 680 , 683 ," $11,986,399.00 ", 716 ," $5,854,704.00 ", 740 , 744 ," $25,839,992.00 ", 763 ," $11,356,179.00 ",,92866
00116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,94709,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 20 , 20 ," $325,106.00 ", 20 ," $171,074.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,94709
00116600,CITRUS COMMUNITY COLLEGE,CA,91741,Public, 69 , 70 ," $227,544.00 ", 70 ," $125,863.00 ", 52 , 52 ," $152,884.00 ", 52 ," $90,662.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $43,258.00 ", 9 ," $24,285.00 ", -   , -   , $-   , -   , $-   ,,91741
00116900,CLAREMONT GRADUATE UNIVERSITY,CA,91711,Private-Nonprofit, -   , -   , $-   , -   , $-   , 6 , 6 ," $68,750.00 ", 6 ," $43,750.00 ", 738 , 741 ," $13,615,527.00 ", 741 ," $7,256,427.00 ", -   , -   , $-   , -   , $-   , 418 , 468 ," $10,190,966.00 ", 468 ," $5,724,898.00 ",,91711
00117000,CLAREMONT MCKENNA COLLEGE,CA,91711,Private-Nonprofit, 104 , 104 ," $376,185.00 ", 104 ," $190,652.00 ", 66 , 66 ," $277,490.00 ", 66 ," $138,770.00 ", 4 , 4 ," $77,500.00 ", 4 ," $38,750.00 ", 35 , 35 ," $1,130,268.00 ", 35 ," $560,444.00 ", 3 , 3 ," $20,682.00 ", 3 ," $10,342.00 ",,91711
00117100,HARVEY MUDD COLLEGE,CA,91711,Private-Nonprofit, 257 , 257 ," $1,062,243.00 ", 257 ," $539,414.00 ", 226 , 226 ," $783,822.00 ", 226 ," $398,495.00 ", -   , -   , $-   , -   , $-   , 70 , 70 ," $1,478,241.00 ", 70 ," $749,646.00 ", -   , -   , $-   , -   , $-   ,,91711
00117200,PITZER COLLEGE,CA,91711,Private-Nonprofit, 172 , 172 ," $653,504.00 ", 172 ," $335,814.00 ", 54 , 56 ," $236,704.00 ", 56 ," $122,477.00 ", -   , -   , $-   , -   , $-   , 39 , 40 ," $946,579.00 ", 40 ," $538,806.00 ", -   , -   , $-   , -   , $-   ,,91711
00117400,SCRIPPS COLLEGE,CA,91711,Private-Nonprofit, 165 , 165 ," $566,735.00 ", 165 ," $288,070.00 ", 49 , 49 ," $230,178.00 ", 49 ," $116,090.00 ", -   , -   , $-   , -   , $-   , 24 , 24 ," $724,900.00 ", 24 ," $362,450.00 ", -   , -   , $-   , -   , $-   ,,91711
00117600,WEST HILLS COMMUNITY COLLEGE,CA,93210,Public, 81 , 81 ," $263,264.00 ", 81 ," $137,586.00 ", 50 , 50 ," $195,547.00 ", 50 ," $96,325.00 ", -   , -   , $-   , -   , $-   , 11 , 11 ," $72,390.00 ", 11 ," $37,114.00 ", -   , -   , $-   , -   , $-   ,,93210
00117700,COGSWELL POLYTECHNICAL COLLEGE,CA,95134,Proprietary, 219 , 219 ," $851,416.00 ", 220 ," $449,562.00 ", 236 , 265 ," $891,983.00 ", 271 ," $485,739.00 ", -   , -   , $-   , -   , $-   , 91 , 91 ," $1,014,966.00 ", 98 ," $508,536.00 ", -   , -   , $-   , -   , $-   ,,95134
00117800,COLLEGE OF MARIN,CA,94904,Public, 54 , 54 ," $192,013.00 ", 54 ," $99,863.00 ", 38 , 38 ," $196,030.00 ", 38 ," $101,340.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,94904
00117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,94002,Private-Nonprofit, 728 , 728 ," $3,252,507.00 ", 728 ," $1,720,215.00 ", 698 , 730 ," $2,843,900.00 ", 730 ," $1,504,383.00 ", 274 , 274 ," $5,073,415.00 ", 274 ," $2,653,136.00 ", 194 , 195 ," $3,556,379.00 ", 195 ," $1,865,972.00 ", 6 , 6 ," $44,732.00 ", 6 ," $28,008.00 ",,94002
00118100,COLLEGE OF SAN MATEO,CA,94402,Public, 30 , 30 ," $116,196.00 ", 30 ," $60,348.00 ", 20 , 20 ," $90,974.00 ", 20 ," $46,987.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,94402
00118300,HOLY NAMES UNIVERSITY,CA,94619,Private-Nonprofit, 331 , 331 ," $1,399,792.00 ", 331 ," $758,395.00 ", 328 , 346 ," $1,124,445.00 ", 346 ," $628,561.00 ", 132 , 132 ," $2,113,058.00 ", 132 ," $1,274,456.00 ", 54 , 55 ," $826,686.00 ", 55 ," $434,563.00 ", 13 , 16 ," $112,369.00 ", 16 ," $81,062.00 ",,94619
00118500,COLLEGE OF THE REDWOODS,CA,95501,Public, 140 , 140 ," $452,072.00 ", 141 ," $253,713.00 ", 110 , 110 ," $337,065.00 ", 111 ," $193,229.00 ", -   , -   , $-   , -   , $-   , 25 , 25 ," $191,769.00 ", 25 ," $119,063.00 ", -   , -   , $-   , -   , $-   ,,95501
00118600,COLLEGE OF THE SEQUOIAS,CA,93277,Public, 104 , 105 ," $355,792.00 ", 105 ," $187,358.00 ", 27 , 27 ," $107,294.00 ", 27 ," $55,455.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $5,788.00 ", 1 ," $2,894.00 ", -   , -   , $-   , -   , $-   ,,93277
00118700,COLLEGE OF THE SISKIYOUS,CA,96094,Public, 169 , 171 ," $577,382.00 ", 171 ," $319,309.00 ", 150 , 155 ," $598,786.00 ", 155 ," $337,364.00 ", -   , -   , $-   , -   , $-   , 20 , 21 ," $188,161.00 ", 21 ," $97,719.00 ", -   , -   , $-   , -   , $-   ,,96094
00119000,CONTRA COSTA COLLEGE,CA,94806,Public, 65 , 65 ," $224,930.00 ", 72 ," $116,680.00 ", 49 , 49 ," $188,029.00 ", 53 ," $100,657.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,94806
00119100,DIABLO VALLEY COLLEGE,CA,94523,Public, 121 , 121 ," $461,746.00 ", 121 ," $237,340.00 ", 104 , 104 ," $311,396.00 ", 104 ," $161,495.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $21,500.00 ", 4 ," $10,750.00 ", -   , -   , $-   , -   , $-   ,,94523
00119200,CUESTA COLLEGE,CA,93403,Public, 206 , 207 ," $717,121.00 ", 207 ," $383,565.00 ", 215 , 216 ," $946,076.00 ", 217 ," $511,291.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $82,603.00 ", 7 ," $41,303.00 ", -   , -   , $-   , -   , $-   ,,93403
00119300,CYPRESS COLLEGE,CA,90630,Public, 119 , 119 ," $396,427.00 ", 119 ," $226,553.00 ", 75 , 75 ," $346,235.00 ", 75 ," $192,370.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,90630
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,94901,Private-Nonprofit, 758 , 762 ," $3,409,934.00 ", 762 ," $1,778,575.00 ", 812 , 871 ," $2,968,061.00 ", 871 ," $1,576,908.00 ", 241 , 245 ," $4,233,221.00 ", 245 ," $2,202,275.00 ", 239 , 246 ," $5,589,395.00 ", 246 ," $2,937,961.00 ", 48 , 49 ," $776,803.00 ", 49 ," $481,269.00 ",,94901
00119900,FOOTHILL COLLEGE,CA,94022,Public, 118 , 118 ," $365,605.00 ", 118 ," $168,082.00 ", 100 , 100 ," $473,602.00 ", 100 ," $208,891.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,94022
00120100,FULLERTON COLLEGE,CA,92832,Public, 583 , 584 ," $1,850,212.00 ", 585 ," $1,072,913.00 ", 442 , 443 ," $1,790,993.00 ", 443 ," $1,044,195.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,92832
00120200,GAVILAN COLLEGE,CA,95020,Public, 24 , 24 ," $69,231.00 ", 26 ," $38,699.00 ", 8 , 8 ," $14,368.00 ", 8 ," $8,587.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $8,500.00 ", 1 ," $4,250.00 ", -   , -   , $-   , -   , $-   ,,95020
00120300,GLENDALE COMMUNITY COLLEGE,CA,91208,Public, 57 , 57 ," $218,924.00 ", 57 ," $117,646.00 ", 38 , 38 ," $159,858.00 ", 38 ," $90,854.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,91208
00120500,GOLDEN GATE UNIVERSITY,CA,94105,Private-Nonprofit, 66 , 66 ," $257,366.00 ", 66 ," $148,936.00 ", 69 , 69 ," $407,881.00 ", 69 ," $238,792.00 ", 437 , 437 ," $7,518,154.00 ", 438 ," $4,317,082.00 ", -   , -   , $-   , -   , $-   , 151 , 152 ," $3,615,293.00 ", 163 ," $1,921,992.00 ",,94105
00120600,GOLDEN WEST COLLEGE,CA,92647,Public, 36 , 36 ," $129,470.00 ", 36 ," $66,735.00 ", 28 , 28 ," $123,341.00 ", 28 ," $66,771.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,92647
00120700,GRADUATE THEOLOGICAL UNION,CA,94709,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 65 , 65 ," $1,095,650.00 ", 65 ," $578,964.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $141,625.00 ", 9 ," $73,911.00 ",,94709
00120800,GROSSMONT COLLEGE,CA,92020,Public, 79 , 79 ," $229,741.00 ", 83 ," $124,865.00 ", 30 , 30 ," $113,548.00 ", 32 ," $55,551.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,92020
00121200,HUMPHREYS COLLEGE,CA,95207,Private-Nonprofit, 141 , 141 ," $468,447.00 ", 281 ," $213,771.00 ", 136 , 136 ," $638,034.00 ", 272 ," $291,113.00 ", 63 , 63 ," $741,735.00 ", 124 ," $415,793.00 ", 8 , 8 ," $96,091.00 ", 16 ," $38,787.00 ", 8 , 8 ," $130,556.00 ", 16 ," $52,941.00 ",,95207
00121500,LA SIERRA UNIVERSITY,CA,92515,Private-Nonprofit, 7 , 7 ," $33,625.00 ", 7 ," $11,207.00 ", 8 , 8 ," $25,339.00 ", 8 ," $8,448.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $19,915.00 ", 1 ," $6,639.00 ", -   , -   , $-   , -   , $-   ,,92515
