,,,,, DL SUBSIDIZED- UNDERGRADUATE ,,,,, DL SUBSIDIZED- GRADUATE ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,
00109000,ARKANSAS STATE UNIVERSITY,AR,72401,PUBLIC," 4,773 "," 4,821 "," $18,808,382.00 ","4,821"," $10,518,421.00 "," 1,161 "," 1,169 "," $7,415,409.00 ","1,169"," $4,188,249.00 "," 4,236 "," 4,470 "," $18,710,933.00 ","4,470"," $10,401,721.00 "," 1,390 "," 1,412 "," $10,177,498.00 ","1,412"," $5,513,179.00 ", 166 , 176 ," $1,122,506.00 ",176," $598,303.00 ", 92 , 94 ," $1,171,086.00 ",94," $589,438.00 "
00109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,72012,PUBLIC, 475 , 475 ," $1,673,691.00 ",475," $854,952.00 ", -   , -   , $-   ,0, $-   , 267 , 268 ," $1,039,986.00 ",268," $517,025.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $2,859.00 ",1," $2,859.00 ", -   , -   , $-   ,0, $-   
00109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,72035,PUBLIC," 3,290 "," 3,364 "," $12,426,471.00 ","3,364"," $6,941,681.00 ", 688 , 701 ," $5,016,955.00 ",701," $2,743,128.00 "," 3,350 "," 3,673 "," $13,908,550.00 ","3,673"," $7,889,319.00 ", 556 , 581 ," $4,349,893.00 ",581," $2,351,134.00 ", 444 , 457 ," $3,102,845.00 ",457," $1,716,373.00 ", 5 , 5 ," $14,321.00 ",5," $9,051.00 "
00109300,CENTRAL BAPTIST COLLEGE,AR,72034,PRIVATE, 225 , 225 ," $919,080.00 ",225," $462,231.00 ", -   , -   , $-   ,0, $-   , 214 , 214 ," $851,927.00 ",214," $426,865.00 ", -   , -   , $-   ,0, $-   , 44 , 44 ," $245,841.00 ",44," $118,291.00 ", -   , -   , $-   ,0, $-   
00109400,UNIVERSITY OF THE OZARKS,AR,72830,PRIVATE, 30 , 30 ," $123,467.00 ",30," $62,254.00 ", -   , -   , $-   ,0, $-   , 46 , 46 ," $150,871.00 ",46," $74,683.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00109500,CROWLEY'S RIDGE COLLEGE,AR,72450,PRIVATE, 51 , 51 ," $184,782.00 ",51," $96,156.00 ", -   , -   , $-   ,0, $-   , 36 , 36 ," $155,756.00 ",36," $79,106.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00109700,HARDING UNIVERSITY,AR,72149,PRIVATE," 1,388 "," 1,390 "," $5,513,479.00 ","1,390"," $3,054,404.00 ", 596 , 596 ," $4,066,027.00 ",596," $2,550,230.00 "," 1,702 "," 1,707 "," $6,746,282.00 ","1,707"," $3,860,655.00 ", 504 , 504 ," $6,554,890.00 ",504," $3,867,114.00 ", 292 , 297 ," $3,166,242.00 ",297," $1,709,752.00 ", 156 , 156 ," $1,941,855.00 ",156," $1,044,303.00 "
00109800,HENDERSON STATE UNIVERSITY,AR,71999,PUBLIC," 1,275 "," 1,286 "," $4,907,221.00 ","1,292"," $2,702,427.00 ", 188 , 189 ," $1,330,128.00 ",189," $714,201.00 "," 1,317 "," 1,375 "," $5,236,715.00 ","1,381"," $2,835,395.00 ", 172 , 179 ," $1,590,277.00 ",179," $855,226.00 ", 77 , 78 ," $554,247.00 ",79," $295,888.00 ", -   , -   , $-   ,0, $-   
00109900,HENDRIX COLLEGE,AR,72032,PRIVATE, 245 , 245 ," $1,074,679.00 ",245," $544,513.00 ", 3 , 3 ," $25,500.00 ",3," $12,750.00 ", 201 , 212 ," $674,721.00 ",212," $347,169.00 ", 3 , 3 ," $36,000.00 ",3," $18,000.00 ", 167 , 168 ," $2,381,743.00 ",168," $1,214,727.00 ", -   , -   , $-   ,0, $-   
00110000,JOHN BROWN UNIVERSITY,AR,72761,PRIVATE, 406 , 406 ," $1,766,435.00 ",406," $931,145.00 ", 148 , 148 ," $1,098,355.00 ",169," $487,706.00 ", 395 , 395 ," $1,521,649.00 ",396," $801,482.00 ", 122 , 122 ," $1,160,721.00 ",139," $484,278.00 ", 88 , 88 ," $663,269.00 ",89," $358,678.00 ", 5 , 5 ," $31,292.00 ",5," $19,208.00 "
00110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,72204,PUBLIC," 3,713 "," 3,759 "," $13,720,505.00 ","3,759"," $7,918,456.00 "," 1,224 "," 1,242 "," $8,624,148.00 ","1,242"," $4,740,444.00 "," 3,301 "," 3,539 "," $14,049,495.00 ","3,539"," $8,205,454.00 "," 1,107 "," 1,134 "," $10,008,261.00 ","1,134"," $5,506,817.00 ", 95 , 100 ," $638,389.00 ",100," $367,106.00 ", 180 , 184 ," $534,757.00 ",184," $316,522.00 "
00110200,OUACHITA BAPTIST UNIVERSITY,AR,71998,PRIVATE, 414 , 416 ," $1,539,449.00 ",416," $825,748.00 ", -   , -   , $-   ,0, $-   , 558 , 581 ," $2,254,253.00 ",581," $1,176,302.00 ", -   , -   , $-   ,0, $-   , 127 , 132 ," $1,275,335.00 ",133," $670,884.00 ", -   , -   , $-   ,0, $-   
00110300,PHILANDER SMITH COLLEGE,AR,72202,PRIVATE, 16 , 17 ," $69,253.00 ",17," $36,627.00 ", -   , -   , $-   ,0, $-   , 22 , 23 ," $99,790.00 ",23," $49,895.00 ", -   , -   , $-   ,0, $-   , 25 , 27 ," $189,928.00 ",27," $94,925.00 ", -   , -   , $-   ,0, $-   
00110600,WILLIAMS BAPTIST COLLEGE,AR,72476,PRIVATE, 261 , 261 ," $990,645.00 ",261," $533,518.00 ", -   , -   , $-   ,0, $-   , 190 , 267 ," $676,860.00 ",267," $380,302.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $24,477.00 ",4," $12,686.00 ", -   , -   , $-   ,0, $-   
00110700,SOUTHERN ARKANSAS UNIVERSITY,AR,71753,PUBLIC, 664 , 698 ," $2,157,788.00 ",707," $1,145,773.00 ", 153 , 158 ," $923,375.00 ",163," $531,856.00 ", 582 , 646 ," $2,117,483.00 ",654," $1,139,276.00 ", 102 , 109 ," $710,251.00 ",111," $403,971.00 ", 45 , 48 ," $201,225.00 ",48," $105,675.00 ", -   , -   , $-   ,0, $-   
00110800,UNIVERSITY OF ARKANSAS,AR,72701,PUBLIC," 4,223 "," 4,284 "," $17,069,593.00 ","4,285"," $9,188,205.00 "," 1,178 "," 1,190 "," $9,278,415.00 ","1,190"," $4,812,021.00 "," 5,047 "," 5,255 "," $21,651,688.00 ","5,257"," $11,566,039.00 "," 1,004 "," 1,028 "," $10,360,592.00 ","1,028"," $5,398,987.00 ", 606 , 621 ," $6,424,774.00 ",621," $3,350,726.00 ", 86 , 89 ," $634,990.00 ",89," $340,736.00 "
00110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,72205,PUBLIC, 566 , 566 ," $2,486,450.00 ",566," $1,260,452.00 "," 1,038 "," 1,039 "," $8,498,512.00 ","1,039"," $4,223,922.00 ", 527 , 534 ," $2,764,300.00 ",534," $1,382,740.00 ", 932 , 952 ," $20,142,521.00 ",952," $10,201,626.00 ", 67 , 67 ," $379,664.00 ",67," $194,253.00 ", 108 , 109 ," $878,478.00 ",109," $403,539.00 "
00111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,72904,PUBLIC," 2,539 "," 2,583 "," $9,733,711.00 ","2,583"," $5,044,322.00 ", -   , -   , $-   ,0, $-   ," 2,074 "," 2,131 "," $10,263,425.00 ","2,131"," $5,184,100.00 ", -   , -   , $-   ,0, $-   , 17 , 21 ," $85,712.00 ",21," $45,534.00 ", -   , -   , $-   ,0, $-   
00524500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON,AR,72110,PUBLIC, 429 , 435 ," $1,235,259.00 ",435," $645,689.00 ", 8 , 8 ," $24,250.00 ",9," $12,125.00 ", 342 , 352 ," $1,032,645.00 ",352," $535,150.00 ", 7 , 7 ," $24,030.00 ",8," $12,015.00 ", 4 , 4 ," $16,839.00 ",4," $11,777.00 ", -   , -   , $-   ,0, $-   
00570700,SOUTHEAST ARKANSAS COLLEGE,AR,71603,PUBLIC, 315 , 315 ," $976,416.00 ",315," $523,899.00 ", -   , -   , $-   ,0, $-   , 156 , 156 ," $409,884.00 ",156," $223,380.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00773800,SOUTHERN ARKANSAS UNIVERSITY TECH,AR,71701,PUBLIC, 259 , 259 ," $888,990.00 ",259," $446,949.00 ", -   , -   , $-   ,0, $-   , 231 , 231 ," $914,798.00 ",231," $444,040.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00792100,PAUL MITCHELL THE SCHOOL ARKANSAS,AR,72703,PROPRIETARY, 11 , 11 ," $32,109.00 ",11," $17,109.00 ", -   , -   , $-   ,0, $-   , 7 , 7 ," $22,923.00 ",7," $13,961.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00997600,COLLEGE OF THE OUACHITAS,AR,72104,PUBLIC, 169 , 172 ," $467,952.00 ",172," $250,090.00 ", -   , -   , $-   ,0, $-   , 104 , 105 ," $257,033.00 ",105," $138,601.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01074100,ACADEMY OF SALON AND SPA,AR,72901,PROPRIETARY, 17 , 17 ," $43,793.00 ",17," $25,129.00 ", -   , -   , $-   ,0, $-   , 18 , 18 ," $65,836.00 ",18," $37,338.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01210500,NATIONAL PARK COMMUNITY COLLEGE,AR,71913,PUBLIC, 908 , 909 ," $3,169,578.00 ",909," $1,756,087.00 ", -   , -   , $-   ,0, $-   , 815 , 817 ," $4,009,629.00 ",817," $2,244,607.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01226000,EAST ARKANSAS COMMUNITY COLLEGE,AR,72335,PUBLIC, 33 , 33 ," $70,785.00 ",33," $25,649.00 ", -   , -   , $-   ,0, $-   , 13 , 13 ," $34,001.00 ",13," $16,920.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01226100,NORTH ARKANSAS COLLEGE,AR,72601,PUBLIC, 521 , 521 ," $1,653,897.00 ",521," $840,077.00 ", -   , -   , $-   ,0, $-   , 399 , 399 ," $1,824,394.00 ",399," $921,381.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02052200,BLACK RIVER TECHNICAL COLLEGE,AR,72455,PUBLIC, 878 , 880 ," $2,810,086.00 ",880," $1,436,423.00 ", 6 , 6 ," $17,634.00 ",6," $8,817.00 ", 611 , 613 ," $2,361,134.00 ",613," $1,211,349.00 ", 5 , 5 ," $22,616.00 ",5," $11,308.00 ", 1 , 1 ," $5,000.00 ",1," $2,500.00 ", -   , -   , $-   ,0, $-   
02073500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE,AR,72503,PUBLIC, 489 , 489 ," $1,620,439.00 ",489," $945,809.00 ", 4 , 4 ," $12,500.00 ",4," $8,500.00 ", 336 , 336 ," $1,076,554.00 ",336," $637,180.00 ", 1 , 1 ," $4,000.00 ",1," $2,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02074600,SOUTH ARKANSAS COMMUNITY COLLEGE,AR,71731,PUBLIC, 427 , 427 ," $1,468,345.00 ",427," $715,888.00 ", 2 , 2 ," $7,000.00 ",2," $3,500.00 ", 252 , 252 ," $1,127,551.00 ",254," $455,456.00 ", 1 , 1 ," $6,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02075300,PULASKI TECHNICAL COLLEGE,AR,72118,PUBLIC," 5,961 "," 5,966 "," $19,953,705.00 ","5,966"," $11,104,151.00 ", 1 , 1 ," $3,500.00 ",1," $1,750.00 "," 5,611 "," 5,614 "," $27,384,291.00 ","5,614"," $15,348,698.00 ", -   , -   , $-   ,0, $-   , 9 , 10 ," $52,548.00 ",10," $31,475.00 ", -   , -   , $-   ,0, $-   
02087000,OZARKA COLLEGE,AR,72556,PUBLIC, 565 , 608 ," $1,758,058.00 ",660," $615,068.00 ", -   , -   , $-   ,0, $-   , 498 , 537 ," $2,064,342.00 ",584," $656,769.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02202400,PROFESSIONAL COSMETOLOGY EDUCATION CENTER,AR,71730,PROPRIETARY, 5 , 5 ," $13,803.00 ",7," $10,272.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $8,938.00 ",4," $7,175.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02260400,BEE JAY'S HAIRSTYLING ACADEMY,AR,72212,PROPRIETARY, 9 , 9 ," $21,080.00 ",13," $14,452.00 ", -   , -   , $-   ,0, $-   , 9 , 9 ," $30,936.00 ",13," $16,269.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02272400,EASTERN COLLEGE OF HEALTH VOCATIONS,AR,72205,PROPRIETARY, 30 , 30 ," $93,112.00 ",30," $47,213.00 ", -   , -   , $-   ,0, $-   , 16 , 16 ," $22,388.00 ",16," $11,387.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02284200,NEW TYLER BARBER COLLEGE,AR,72114,PROPRIETARY, 1 , 1 ," $3,000.00 ",1," $1,500.00 ", -   , -   , $-   ,0, $-   , 1 , 1 , $500.00 ,1, $250.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02330800,JRMC SCHOOL OF NURSING,AR,71603,PRIVATE, 33 , 33 ," $118,970.00 ",49," $86,163.00 ", -   , -   , $-   ,0, $-   , 23 , 24 ," $67,660.00 ",41," $57,420.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02341700,CAREER ACADEMY OF HAIR DESIGN,AR,72764,PROPRIETARY, 32 , 32 ," $91,949.00 ",34," $52,492.00 ", -   , -   , $-   ,0, $-   , 31 , 31 ," $131,010.00 ",33," $74,397.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02363500,ARTHUR'S BEAUTY COLLEGE,AR,72901,PROPRIETARY, 3 , 3 ," $8,836.00 ",3," $5,250.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $7,300.00 ",2," $3,650.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02525800,LEES SCHOOL OF COSMETOLOGY,AR,72114,PROPRIETARY, 2 , 2 ," $1,221.00 ",4," $1,221.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $7,207.00 ",4," $7,207.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02538500,ARTHUR'S BEAUTY COLLEGE,AR,72076,PROPRIETARY, 11 , 11 ," $31,482.00 ",11," $15,742.00 ", -   , -   , $-   ,0, $-   , 5 , 5 ," $16,811.00 ",5," $7,796.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02569600,SEARCY BEAUTY COLLEGE,AR,72143,PROPRIETARY, 7 , 7 ," $19,666.00 ",8," $12,650.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $6,173.00 ",4," $5,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03005100,ARKANSAS BEAUTY SCHOOL,AR,72209,PROPRIETARY, 9 , 9 ," $24,635.00 ",10," $13,135.00 ", -   , -   , $-   ,0, $-   , 9 , 9 ," $33,424.00 ",10," $18,589.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03007600,ARKANSAS BEAUTY SCHOOL/CONWAY,AR,72032,PROPRIETARY, 10 , 10 ," $33,500.00 ",12," $19,750.00 ", -   , -   , $-   ,0, $-   , 9 , 9 ," $35,552.00 ",10," $19,206.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $3,469.00 ",2," $3,468.00 ", -   , -   , $-   ,0, $-   
03023400,ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN,AR,72114,PROPRIETARY, 19 , 19 ," $56,351.00 ",19," $29,773.00 ", -   , -   , $-   ,0, $-   , 16 , 16 ," $57,323.00 ",16," $30,161.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03063300,NORTHWEST ARKANSAS COMMUNITY COLLEGE,AR,72712,PUBLIC," 1,709 "," 1,717 "," $5,791,677.00 ","1,717"," $3,216,068.00 ", -   , -   , $-   ,0, $-   ," 1,560 "," 1,566 "," $7,377,077.00 ","1,566"," $4,092,385.00 ", -   , -   , $-   ,0, $-   , 7 , 7 ," $66,316.00 ",7," $39,516.00 ", -   , -   , $-   ,0, $-   
03065100,ABC BEAUTY COLLEGE,AR,71923,PROPRIETARY, 2 , 2 ," $6,000.00 ",2," $3,000.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $6,000.00 ",2," $3,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03105200,BAPTIST HEALTH SCHOOLS LITTLE ROCK,AR,72210,PRIVATE, 578 , 578 ," $2,070,508.00 ",674," $1,306,218.00 ", 29 , 29 ," $117,123.00 ",32," $67,973.00 ", 525 , 525 ," $2,466,797.00 ",587," $1,439,832.00 ", 27 , 27 ," $166,250.00 ",28," $87,273.00 ", 12 , 12 ," $109,154.00 ",13," $63,326.00 ", -   , -   , $-   ,0, $-   
03124900,IMAGINE - PAUL MITCHELL PARTNER SCHOOL,AR,72117,PROPRIETARY, 35 , 35 ," $95,193.00 ",36," $50,621.00 ", -   , -   , $-   ,0, $-   , 36 , 36 ," $134,601.00 ",37," $71,245.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $28,700.00 ",4," $14,150.00 ", -   , -   , $-   ,0, $-   
03254300,MARGARET'S HAIR ACADEMY,AR,71655,PROPRIETARY, 1 , 1 ," $3,500.00 ",1," $1,750.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $6,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03519400,LYNNDALE FUNDAMENTALS OF BEAUTY SCHOOL,AR,71730,PROPRIETARY, 3 , 3 ," $7,016.00 ",3," $3,508.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $4,050.00 ",3," $2,025.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03855300,ECCLESIA COLLEGE,AR,72762,PRIVATE, 30 , 30 ," $107,273.00 ",30," $57,387.00 ", -   , -   , $-   ,0, $-   , 26 , 26 ," $108,927.00 ",26," $57,964.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $8,500.00 ",2," $4,250.00 ", -   , -   , $-   ,0, $-   
03912300,CROSSETT SCHOOL OF COSMETOLOGY,AR,71635,PROPRIETARY, 1 , 1 ," $3,000.00 ",1," $1,500.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $4,000.00 ",1," $2,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03997300,ARKANSAS BEAUTY COLLEGE,AR,72801,PROPRIETARY, 3 , 3 ," $7,747.00 ",3," $4,247.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $11,500.00 ",3," $5,750.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00107000,THUNDERBIRD SCHOOL OF GLOBAL MANAGEMENT,AZ,85306,PRIVATE, 1 , 1 ," $8,500.00 ",1," $8,500.00 ", 283 , 283 ," $2,259,692.00 ",283," $1,709,913.00 ", 1 , 1 ," $4,590.00 ",1," $4,590.00 ", 295 , 296 ," $3,101,376.00 ",296," $2,382,381.00 ", -   , -   , $-   ,0, $-   , 198 , 202 ," $4,005,954.00 ",202," $2,461,157.00 "
00107100,ARIZONA WESTERN COLLEGE,AZ,85365,PUBLIC, 501 , 501 ," $1,698,804.00 ",501," $899,698.00 ", -   , -   , $-   ,0, $-   , 258 , 258 ," $910,940.00 ",258," $476,862.00 ", -   , -   , $-   ,0, $-   , 8 , 8 ," $77,600.00 ",8," $40,245.00 ", -   , -   , $-   ,0, $-   
00107200,COCHISE COLLEGE,AZ,85607,PUBLIC, 274 , 282 ," $908,478.00 ",283," $480,217.00 ", 1 , 1 ," $1,320.00 ",1, $660.00 , 133 , 136 ," $410,688.00 ",137," $211,501.00 ", 2 , 2 ," $12,000.00 ",2," $6,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00107400,GRAND CANYON UNIVERSITY,AZ,85017,PROPRIETARY," 3,357 "," 3,376 "," $11,126,288.00 ","3,377"," $6,303,116.00 "," 2,425 "," 2,429 "," $15,565,651.00 ","2,431"," $8,617,569.00 "," 3,238 "," 3,331 "," $16,283,607.00 ","3,331"," $9,077,768.00 "," 2,552 "," 2,555 "," $18,427,459.00 ","2,555"," $9,790,854.00 ", 17 , 17 ," $112,236.00 ",17," $57,631.00 ", 3 , 3 ," $16,861.00 ",3," $11,126.00 "
00107600,GLENDALE COMMUNITY COLLEGE,AZ,85302,PUBLIC," 2,162 "," 2,172 "," $6,922,876.00 ","2,175"," $3,863,282.00 ", -   , -   , $-   ,0, $-   , 539 , 542 ," $2,410,042.00 ",544," $1,290,266.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00107700,MESA COMMUNITY COLLEGE,AZ,85202,PUBLIC," 3,872 "," 3,880 "," $12,524,345.00 ","3,883"," $7,038,185.00 ", -   , -   , $-   ,0, $-   ," 1,800 "," 1,827 "," $7,748,149.00 ","1,834"," $4,346,003.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $21,828.00 ",4," $10,914.00 ", -   , -   , $-   ,0, $-   
00107800,PHOENIX COLLEGE,AZ,85013,PUBLIC," 2,202 "," 2,206 "," $7,300,093.00 ","2,207"," $4,034,164.00 ", -   , -   , $-   ,0, $-   ," 1,854 "," 1,855 "," $8,860,872.00 ","1,857"," $4,897,553.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00107900,YAVAPAI COLLEGE,AZ,86301,PUBLIC, 566 , 570 ," $1,645,151.00 ",571," $937,435.00 ", 2 , 2 ," $3,190.00 ",2," $1,595.00 ", 513 , 517 ," $1,549,013.00 ",519," $895,268.00 ", 2 , 2 ," $11,060.00 ",2," $5,530.00 ", 3 , 3 ," $25,956.00 ",3," $15,478.00 ", -   , -   , $-   ,0, $-   
00108100,ARIZONA STATE UNIVERSITY,AZ,85287,PUBLIC," 20,236 "," 20,675 "," $85,285,393.00 ","20,675"," $44,776,526.00 "," 5,133 "," 5,199 "," $40,613,829.00 ","5,199"," $21,307,094.00 "," 19,026 "," 20,089 "," $87,018,021.00 ","20,089"," $45,615,103.00 "," 4,200 "," 4,273 "," $45,570,651.00 ","4,273"," $24,075,750.00 "," 4,195 "," 4,248 "," $66,392,193.00 ","4,248"," $34,463,943.00 "," 2,320 "," 2,400 "," $28,368,529.00 ","2,401"," $15,195,573.00 "
00108200,NORTHERN ARIZONA UNIVERSITY,AZ,86011,PUBLIC," 8,523 "," 8,524 "," $34,069,779.00 ","8,540"," $18,600,994.00 "," 2,286 "," 2,287 "," $16,247,566.00 ","2,287"," $9,042,149.00 "," 8,751 "," 8,764 "," $36,845,304.00 ","8,783"," $20,340,957.00 "," 1,915 "," 1,924 "," $19,061,058.00 ","1,927"," $10,758,756.00 "," 2,064 "," 2,101 "," $24,340,916.00 ","2,102"," $12,966,417.00 ", 37 , 37 ," $226,574.00 ",37," $130,272.00 "
00108300,UNIVERSITY OF ARIZONA (THE),AZ,85721,PUBLIC," 7,899 "," 8,076 "," $32,649,544.00 ","8,111"," $17,593,856.00 "," 2,817 "," 2,892 "," $22,083,754.00 ","2,914"," $11,689,997.00 "," 7,510 "," 7,942 "," $31,085,601.00 ","7,989"," $16,647,286.00 "," 2,307 "," 2,456 "," $35,222,459.00 ","2,483"," $18,599,540.00 "," 2,048 "," 2,102 "," $33,714,250.00 ","2,105"," $17,622,086.00 ", 514 , 564 ," $7,282,873.00 ",568," $3,918,831.00 "
00446700,TUCSON COLLEGE,AZ,85711,PROPRIETARY, 95 , 95 ," $312,979.00 ",95," $161,093.00 ", -   , -   , $-   ,0, $-   , 87 , 87 ," $440,127.00 ",87," $213,686.00 ", -   , -   , $-   ,0, $-   , 11 , 11 ," $58,581.00 ",11," $27,620.00 ", -   , -   , $-   ,0, $-   
00711300,ARIZONA CHRISTIAN UNIVERSITY,AZ,85032,PRIVATE, 187 , 192 ," $781,761.00 ",193," $415,044.00 ", -   , -   , $-   ,0, $-   , 189 , 196 ," $737,730.00 ",199," $385,570.00 ", -   , -   , $-   ,0, $-   , 18 , 18 ," $200,126.00 ",18," $99,863.00 ", -   , -   , $-   ,0, $-   
00726600,PIMA COUNTY COMMUNITY COLLEGE,AZ,85709,PUBLIC," 4,111 "," 4,185 "," $11,644,436.00 ","4,187"," $6,334,574.00 ", 6 , 6 ," $16,750.00 ",6," $10,375.00 "," 3,407 "," 3,456 "," $9,347,254.00 ","3,460"," $5,089,552.00 ", 8 , 8 ," $32,066.00 ",8," $17,460.00 ", 9 , 9 ," $38,605.00 ",9," $22,086.00 ", -   , -   , $-   ,0, $-   
00728300,CENTRAL ARIZONA COLLEGE,AZ,85228,PUBLIC, 592 , 597 ," $1,713,134.00 ",597," $1,015,296.00 ", 1 , 1 ," $1,367.00 ",1, $684.00 , 608 , 625 ," $1,341,893.00 ",625," $778,315.00 ", 1 , 1 ," $3,133.00 ",1," $1,567.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00822100,UNIVERSAL TECHNICAL INSTITUTE,AZ,85323,PROPRIETARY," 3,528 "," 3,531 "," $11,478,428.00 ","3,572"," $6,432,493.00 ", -   , -   , $-   ,0, $-   ," 3,412 "," 3,415 "," $12,336,620.00 ","3,552"," $6,644,042.00 ", -   , -   , $-   ,0, $-   ," 1,230 "," 1,233 "," $10,040,842.00 ","1,277"," $5,032,083.00 ", -   , -   , $-   ,0, $-   
00830300,GATEWAY COMMUNITY COLLEGE,AZ,85034,PUBLIC," 1,256 "," 1,256 "," $4,114,485.00 ","1,271"," $2,359,237.00 ", -   , -   , $-   ,0, $-   ," 1,158 "," 1,161 "," $5,676,742.00 ","1,175"," $3,245,810.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
